review_title,product_id,rating,split_2_category,final_l0_category
Very good heater.. ,B07J9KXQCC,3.6,"Heating,Cooling&AirQuality",Home & Office
. ,B00TI8E7BI,4.4,Kitchen&HomeAppliances,Home & Office
. ,B00TI8E7BI,4.4,Kitchen&HomeAppliances,Home & Office
. ,B00TI8E7BI,4.4,Kitchen&HomeAppliances,Home & Office
. ,B00TI8E7BI,4.4,Kitchen&HomeAppliances,Home & Office
. ,B00TI8E7BI,4.4,Kitchen&HomeAppliances,Home & Office
. ,B00TI8E7BI,4.4,Kitchen&HomeAppliances,Home & Office
. ,B00TI8E7BI,4.4,Kitchen&HomeAppliances,Home & Office
. ,B00TI8E7BI,4.4,Kitchen&HomeAppliances,Home & Office
Cutter speed and power is very low. ,B0B9JZW1SQ,3.2,Kitchen&HomeAppliances,Home & Office
Nt happy wit d prdct. ,B0B9JZW1SQ,3.2,Kitchen&HomeAppliances,Home & Office
Not as expected. ,B0B9JZW1SQ,3.2,Kitchen&HomeAppliances,Home & Office
Not even worth a star. ,B0B9JZW1SQ,3.2,Kitchen&HomeAppliances,Home & Office
Very poor product. ,B0B9JZW1SQ,3.2,Kitchen&HomeAppliances,Home & Office
Not good. ,B0B9JZW1SQ,3.2,Kitchen&HomeAppliances,Home & Office
. ,B00GHL8VP2,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B00GHL8VP2,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B00GHL8VP2,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B00GHL8VP2,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B00GHL8VP2,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B00GHL8VP2,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B00GHL8VP2,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B00GHL8VP2,4.1,"Heating,Cooling&AirQuality",Home & Office
Okay. Overall I liked the productBut disappointed with this broken item,B08ZXZ362Z,3.5,Kitchen&HomeAppliances,Home & Office
Use full only kid's clothes. It is useful only small cuts like kids clothes,B08ZXZ362Z,3.5,Kitchen&HomeAppliances,Home & Office
Good for beginners or minor repairs. ,B08ZXZ362Z,3.5,Kitchen&HomeAppliances,Home & Office
Accessories. Today I get the product. In the accessory box the pin and saftypins are in that condition.,B08ZXZ362Z,3.5,Kitchen&HomeAppliances,Home & Office
Not good for beginners. It's not good for beginners.It's not that simple to stich.. Sometimes the machine will stuck in the middle of stitching....,B08ZXZ362Z,3.5,Kitchen&HomeAppliances,Home & Office
Good product. Sewing machine is really good . Easy to use and good for beginners.,B08ZXZ362Z,3.5,Kitchen&HomeAppliances,Home & Office
Good for small work at home. Overall good item for this price. Light weight and suitable for alteration work...,B08ZXZ362Z,3.5,Kitchen&HomeAppliances,Home & Office
Good product. ,B08ZXZ362Z,3.5,Kitchen&HomeAppliances,Home & Office
Excellent. Very good product,B07K19NYZ8,3.8,"Heating,Cooling&AirQuality",Home & Office
Bad Bad product. Please don't buy.. Bad Bad product. Please don't buy.,B07K19NYZ8,3.8,"Heating,Cooling&AirQuality",Home & Office
Usefully good Product. My Requirements fulfilled & Very Nice Products,B07K19NYZ8,3.8,"Heating,Cooling&AirQuality",Home & Office
Value for money. ,B07K19NYZ8,3.8,"Heating,Cooling&AirQuality",Home & Office
hot air flow range not so much. hot air flow range not so much,B07K19NYZ8,3.8,"Heating,Cooling&AirQuality",Home & Office
Heat up immediately not working properly. ,B07K19NYZ8,3.8,"Heating,Cooling&AirQuality",Home & Office
Good quality. Good quality,B07K19NYZ8,3.8,"Heating,Cooling&AirQuality",Home & Office
Good Product. It's doing the great job.,B07K19NYZ8,3.8,"Heating,Cooling&AirQuality",Home & Office
Good product. ,B0B8CB7MHW,4.1,Kitchen&HomeAppliances,Home & Office
Very nice product. ,B0B8CB7MHW,4.1,Kitchen&HomeAppliances,Home & Office
The product Is good according to its rate. ,B0B8CB7MHW,4.1,Kitchen&HomeAppliances,Home & Office
The product is nice in its working. The only issue is handling product.. ,B0B8CB7MHW,4.1,Kitchen&HomeAppliances,Home & Office
Just 30 Seconds and frothy coffee ready.. ,B0B8CB7MHW,4.1,Kitchen&HomeAppliances,Home & Office
Nice product. ,B0B8CB7MHW,4.1,Kitchen&HomeAppliances,Home & Office
Ok product. ,B0B8CB7MHW,4.1,Kitchen&HomeAppliances,Home & Office
The product is by far good. ,B0B8CB7MHW,4.1,Kitchen&HomeAppliances,Home & Office
. ,B0187F2IOK,4.4,Kitchen&HomeAppliances,Home & Office
. ,B0187F2IOK,4.4,Kitchen&HomeAppliances,Home & Office
. ,B0187F2IOK,4.4,Kitchen&HomeAppliances,Home & Office
. ,B0187F2IOK,4.4,Kitchen&HomeAppliances,Home & Office
. ,B0187F2IOK,4.4,Kitchen&HomeAppliances,Home & Office
. ,B0187F2IOK,4.4,Kitchen&HomeAppliances,Home & Office
. ,B0187F2IOK,4.4,Kitchen&HomeAppliances,Home & Office
. ,B0187F2IOK,4.4,Kitchen&HomeAppliances,Home & Office
Easy To Carry. ,B0BJYSCWFQ,4.2,Kitchen&HomeAppliances,Home & Office
Nice product. ,B0BJYSCWFQ,4.2,Kitchen&HomeAppliances,Home & Office
Handy and easy to use. ,B0BJYSCWFQ,4.2,Kitchen&HomeAppliances,Home & Office
Best. ,B0BJYSCWFQ,4.2,Kitchen&HomeAppliances,Home & Office
Very easy to make waffle. Best product from Amazon. ,B0BJYSCWFQ,4.2,Kitchen&HomeAppliances,Home & Office
easy to make. ,B0BJYSCWFQ,4.2,Kitchen&HomeAppliances,Home & Office
Disappointed. ,B0BJYSCWFQ,4.2,Kitchen&HomeAppliances,Home & Office
Very gud n very easy make waffers I love it this produt. ,B0BJYSCWFQ,4.2,Kitchen&HomeAppliances,Home & Office
Stop working after few days. Stop working after few days,B0BBLHTRM9,2.9,Kitchen&HomeAppliances,Home & Office
Ok. Changing every 4 months toomuch. Ok,B0BBLHTRM9,2.9,Kitchen&HomeAppliances,Home & Office
Tap filter. It doesn't fit easily. Little water pressure the filter falls off. Fitting is draw back for the product. Water purification method implied is good. Installation must be made easy.,B0BBLHTRM9,2.9,Kitchen&HomeAppliances,Home & Office
Quality. Having hair problem due to water so bought this for my bathroom. Good quality product but After using it for couple of days filtered water pressure has reduced.,B0BBLHTRM9,2.9,Kitchen&HomeAppliances,Home & Office
Doesn't purify water. Pros:-Easy to install (pipe comes with 3 different dimensions)Cons:- Hoped it to purify the tap water (as mentioned in their description). Unfortunately doesn't serve the purpose - I measured my usual water with tds ppc meter - the result was 427 (usual for Bangalore). After I installed this filter - it showed the result of 424. Disappointing. You need it less than 100 to be sure to drink it.,B0BBLHTRM9,2.9,Kitchen&HomeAppliances,Home & Office
Very good product. Easy to install & Value for money,B0BBLHTRM9,2.9,Kitchen&HomeAppliances,Home & Office
REALLY GOOD!. I used it for a school project and it worked super well!,B0BBLHTRM9,2.9,Kitchen&HomeAppliances,Home & Office
Bad. Old product received. Inside seems as rusted,B0BBLHTRM9,2.9,Kitchen&HomeAppliances,Home & Office
Rechargable batteries do not fit correctly. ,B09LMMFW3S,3.6,Kitchen&HomeAppliances,Home & Office
Okay product. ,B09LMMFW3S,3.6,Kitchen&HomeAppliances,Home & Office
Great purchase.. ,B09LMMFW3S,3.6,Kitchen&HomeAppliances,Home & Office
Average. ,B09LMMFW3S,3.6,Kitchen&HomeAppliances,Home & Office
Fantastic. ,B09LMMFW3S,3.6,Kitchen&HomeAppliances,Home & Office
Just buy it.... ,B09LMMFW3S,3.6,Kitchen&HomeAppliances,Home & Office
Product is good for this price. ,B09LMMFW3S,3.6,Kitchen&HomeAppliances,Home & Office
Happy That I didn't have to go to Hyderabad for IKEA.. ,B09LMMFW3S,3.6,Kitchen&HomeAppliances,Home & Office
All fine but the cord is too short. Cord is too short,B076VQS87V,4.3,Kitchen&HomeAppliances,Home & Office
Good quality. Good quality in this price range,B076VQS87V,4.3,Kitchen&HomeAppliances,Home & Office
Great quality go and buy.... Like the product great quality and easy to use,B076VQS87V,4.3,Kitchen&HomeAppliances,Home & Office
Stand nahi hota hai gir jata hai. Ok hai,B076VQS87V,4.3,Kitchen&HomeAppliances,Home & Office
Good iron at this price. Good,B076VQS87V,4.3,Kitchen&HomeAppliances,Home & Office
Awesome. Light weight working good,B076VQS87V,4.3,Kitchen&HomeAppliances,Home & Office
There was one scratch on the surface which was hide under the sticker. Good product value for money,B076VQS87V,4.3,Kitchen&HomeAppliances,Home & Office
Superb quality. Mind-blowing performance superb worth for money,B076VQS87V,4.3,Kitchen&HomeAppliances,Home & Office
Good. ,B09NFSHCWN,3.5,"Heating,Cooling&AirQuality",Home & Office
Good Design. ,B09NFSHCWN,3.5,"Heating,Cooling&AirQuality",Home & Office
NICE PRODUCT. ,B09NFSHCWN,3.5,"Heating,Cooling&AirQuality",Home & Office
Not sturdy. ,B09NFSHCWN,3.5,"Heating,Cooling&AirQuality",Home & Office
Good product. ,B09NFSHCWN,3.5,"Heating,Cooling&AirQuality",Home & Office
Best one out there!. ,B09NFSHCWN,3.5,"Heating,Cooling&AirQuality",Home & Office
Best in the market. ,B09NFSHCWN,3.5,"Heating,Cooling&AirQuality",Home & Office
Poor quality. ,B09NFSHCWN,3.5,"Heating,Cooling&AirQuality",Home & Office
. ,B0B97D658R,3.6,"Heating,Cooling&AirQuality",Home & Office
. ,B0B97D658R,3.6,"Heating,Cooling&AirQuality",Home & Office
. ,B0B97D658R,3.6,"Heating,Cooling&AirQuality",Home & Office
. ,B0B97D658R,3.6,"Heating,Cooling&AirQuality",Home & Office
. ,B0B97D658R,3.6,"Heating,Cooling&AirQuality",Home & Office
. ,B0B97D658R,3.6,"Heating,Cooling&AirQuality",Home & Office
. ,B0B97D658R,3.6,"Heating,Cooling&AirQuality",Home & Office
. ,B0B97D658R,3.6,"Heating,Cooling&AirQuality",Home & Office
Bigger size. These are the biggest one their models use and you're supposed to trim them as required. Minor hassle as otherwise they perform as intended,B07F6GXNPB,4.3,Kitchen&HomeAppliances,Cleaning Essentials
Superb.. Value for money. Suites my bullet model .,B07F6GXNPB,4.3,Kitchen&HomeAppliances,Cleaning Essentials
Vacuum Bag. Best Bag available for The old style Eureka Forbes vacuum cleaner.,B07F6GXNPB,4.3,Kitchen&HomeAppliances,Cleaning Essentials
Price is reasonable and not available locally. I think my package was old and all the bags look little yellowish otherwise it's fine.,B07F6GXNPB,4.3,Kitchen&HomeAppliances,Cleaning Essentials
Works perfect. I used only 1 till now.And worked as it has to.,B07F6GXNPB,4.3,Kitchen&HomeAppliances,Cleaning Essentials
Genuine Eureka Forbes. Genuine Eureka Forbes bags works nicely on my age old euroclean xl.,B07F6GXNPB,4.3,Kitchen&HomeAppliances,Cleaning Essentials
nice. good,B07F6GXNPB,4.3,Kitchen&HomeAppliances,Cleaning Essentials
Very good. Got what I needed,B07F6GXNPB,4.3,Kitchen&HomeAppliances,Cleaning Essentials
Spring alignment issue or overall alignment. ,B09H7JDJCW,4,Kitchen&HomeAppliances,Home & Office
Love it…. ,B09H7JDJCW,4,Kitchen&HomeAppliances,Home & Office
Only for black coffee not with mil. ,B09H7JDJCW,4,Kitchen&HomeAppliances,Home & Office
Great coffee maker.. ,B09H7JDJCW,4,Kitchen&HomeAppliances,Home & Office
Good product. ,B09H7JDJCW,4,Kitchen&HomeAppliances,Home & Office
Great coffee maker. ,B09H7JDJCW,4,Kitchen&HomeAppliances,Home & Office
Best brews coffee. ,B09H7JDJCW,4,Kitchen&HomeAppliances,Home & Office
Nice coffee maker. ,B09H7JDJCW,4,Kitchen&HomeAppliances,Home & Office
Very good product..quality is good. ,B01L7C4IU2,4.2,"Heating,Cooling&AirQuality",Home & Office
A good product with superb buid quality. ,B01L7C4IU2,4.2,"Heating,Cooling&AirQuality",Home & Office
Not happy. ,B01L7C4IU2,4.2,"Heating,Cooling&AirQuality",Home & Office
Good. ,B01L7C4IU2,4.2,"Heating,Cooling&AirQuality",Home & Office
Good. ,B01L7C4IU2,4.2,"Heating,Cooling&AirQuality",Home & Office
Noisy but good. ,B01L7C4IU2,4.2,"Heating,Cooling&AirQuality",Home & Office
Remote control spoils the fan operation. ,B01L7C4IU2,4.2,"Heating,Cooling&AirQuality",Home & Office
Good performance. ,B01L7C4IU2,4.2,"Heating,Cooling&AirQuality",Home & Office
. ,B07VZYMQNZ,4.2,Kitchen&HomeAppliances,Home & Office
. ,B07VZYMQNZ,4.2,Kitchen&HomeAppliances,Home & Office
. ,B07VZYMQNZ,4.2,Kitchen&HomeAppliances,Home & Office
. ,B07VZYMQNZ,4.2,Kitchen&HomeAppliances,Home & Office
. ,B07VZYMQNZ,4.2,Kitchen&HomeAppliances,Home & Office
. ,B07VZYMQNZ,4.2,Kitchen&HomeAppliances,Home & Office
. ,B07VZYMQNZ,4.2,Kitchen&HomeAppliances,Home & Office
. ,B07VZYMQNZ,4.2,Kitchen&HomeAppliances,Home & Office
. Good. Apt to IFB washing machine,B01MRARGBW,4.1,Kitchen&HomeAppliances,Home & Office
. Useful for ifb washing Machines,B01MRARGBW,4.1,Kitchen&HomeAppliances,Home & Office
. Product is good and works fine for a month.,B01MRARGBW,4.1,Kitchen&HomeAppliances,Home & Office
. Good,B01MRARGBW,4.1,Kitchen&HomeAppliances,Home & Office
. Product is good and the provider also responses very fast . I got the order within 2 days,B01MRARGBW,4.1,Kitchen&HomeAppliances,Home & Office
. The product is so good for use.,B01MRARGBW,4.1,Kitchen&HomeAppliances,Home & Office
. One of the best. Extremely needful product,B01MRARGBW,4.1,Kitchen&HomeAppliances,Home & Office
. Expensive,B01MRARGBW,4.1,Kitchen&HomeAppliances,Home & Office
. ,B07NPBG1B4,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B07NPBG1B4,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B07NPBG1B4,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B07NPBG1B4,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B07NPBG1B4,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B07NPBG1B4,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B07NPBG1B4,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B07NPBG1B4,4.1,"Heating,Cooling&AirQuality",Home & Office
Nice product. ,B08N6P8G5K,4.5,Kitchen&HomeAppliances,Home & Office
Absolutely wonderful! Efficient and healthy. ,B08N6P8G5K,4.5,Kitchen&HomeAppliances,Home & Office
This is pretty good air fryer. ,B08N6P8G5K,4.5,Kitchen&HomeAppliances,Home & Office
Very good product. ,B08N6P8G5K,4.5,Kitchen&HomeAppliances,Home & Office
Very good quality product. ,B08N6P8G5K,4.5,Kitchen&HomeAppliances,Home & Office
Innovative design and good product. ,B08N6P8G5K,4.5,Kitchen&HomeAppliances,Home & Office
Best deal in this price. ,B08N6P8G5K,4.5,Kitchen&HomeAppliances,Home & Office
Cheap and best. ,B08N6P8G5K,4.5,Kitchen&HomeAppliances,Home & Office
Product is good but huge noise. ,B00JBNZPFM,4.2,Kitchen&HomeAppliances,Cleaning Essentials
Good vaccum but too loud and noisy. ,B00JBNZPFM,4.2,Kitchen&HomeAppliances,Cleaning Essentials
The product was good. ,B00JBNZPFM,4.2,Kitchen&HomeAppliances,Cleaning Essentials
Good one. ,B00JBNZPFM,4.2,Kitchen&HomeAppliances,Cleaning Essentials
Super. ,B00JBNZPFM,4.2,Kitchen&HomeAppliances,Cleaning Essentials
Suction is awesome. ,B00JBNZPFM,4.2,Kitchen&HomeAppliances,Cleaning Essentials
Damage product received. ,B00JBNZPFM,4.2,Kitchen&HomeAppliances,Cleaning Essentials
A decent budget product for a clean house.. ,B00JBNZPFM,4.2,Kitchen&HomeAppliances,Cleaning Essentials
Nice product. ,B0BPBG712X,4.4,"Heating,Cooling&AirQuality",Home & Office
Best product for use in winter season. ,B0BPBG712X,4.4,"Heating,Cooling&AirQuality",Home & Office
Amazing product. ,B0BPBG712X,4.4,"Heating,Cooling&AirQuality",Home & Office
This devie is portable that majes its design fantastic and easy to use!. ,B0BPBG712X,4.4,"Heating,Cooling&AirQuality",Home & Office
Handy heater. ,B0BPBG712X,4.4,"Heating,Cooling&AirQuality",Home & Office
Awesome product. ,B0BPBG712X,4.4,"Heating,Cooling&AirQuality",Home & Office
Fantastic one. ,B0BPBG712X,4.4,"Heating,Cooling&AirQuality",Home & Office
Portable and easy to use.. ,B0BPBG712X,4.4,"Heating,Cooling&AirQuality",Home & Office
Worth Buying. ,B089BDBDGM,4,HomeStorage&Organization,Home & Office
Utility product. ,B089BDBDGM,4,HomeStorage&Organization,Home & Office
Good one. ,B089BDBDGM,4,HomeStorage&Organization,Home & Office
Average. ,B089BDBDGM,4,HomeStorage&Organization,Home & Office
Super. ,B089BDBDGM,4,HomeStorage&Organization,Home & Office
It’s ok. ,B089BDBDGM,4,HomeStorage&Organization,Home & Office
Good quality and worth the money. ,B089BDBDGM,4,HomeStorage&Organization,Home & Office
Not so durable and sturdy. ,B089BDBDGM,4,HomeStorage&Organization,Home & Office
First time product user. ,B015GX9Y0W,3.9,Kitchen&HomeAppliances,Home & Office
Too short to use. ,B015GX9Y0W,3.9,Kitchen&HomeAppliances,Home & Office
Good product. ,B015GX9Y0W,3.9,Kitchen&HomeAppliances,Home & Office
Easy to use. ,B015GX9Y0W,3.9,Kitchen&HomeAppliances,Home & Office
Cost effective. ,B015GX9Y0W,3.9,Kitchen&HomeAppliances,Home & Office
Nice!!. ,B015GX9Y0W,3.9,Kitchen&HomeAppliances,Home & Office
Not great. ,B015GX9Y0W,3.9,Kitchen&HomeAppliances,Home & Office
Perfect Waffles #Waffled👍🏻. ,B015GX9Y0W,3.9,Kitchen&HomeAppliances,Home & Office
Good quality and build. Good quality fan. Finish and colour was good. They even gave a safety metal rope for added safety.,B08WWKM5HQ,3.9,"Heating,Cooling&AirQuality",Home & Office
Noice to high. Wind size improve,B08WWKM5HQ,3.9,"Heating,Cooling&AirQuality",Home & Office
👌👌. ,B08WWKM5HQ,3.9,"Heating,Cooling&AirQuality",Home & Office
Looking good. Good fan from bugget,B08WWKM5HQ,3.9,"Heating,Cooling&AirQuality",Home & Office
No anti dast. No Ani dast,B08WWKM5HQ,3.9,"Heating,Cooling&AirQuality",Home & Office
It is an excellent/quiet/efficient fan and the burgundy color is very good!. ,B08WWKM5HQ,3.9,"Heating,Cooling&AirQuality",Home & Office
When it slow running It's noise out. I am not satisfied this product,B08WWKM5HQ,3.9,"Heating,Cooling&AirQuality",Home & Office
Elegant and good quality product. https://m.media-amazon.com/images/I/51-wl+rlQPL._SY88.jpg,B08WWKM5HQ,3.9,"Heating,Cooling&AirQuality",Home & Office
Happy that I chose this. ,B0977CGNJJ,4.3,Kitchen&HomeAppliances,Home & Office
Good product. ,B0977CGNJJ,4.3,Kitchen&HomeAppliances,Home & Office
Easy usage. ,B0977CGNJJ,4.3,Kitchen&HomeAppliances,Home & Office
Go for it!. ,B0977CGNJJ,4.3,Kitchen&HomeAppliances,Home & Office
After a lot of research I found this one a very gud nd useful.. ,B0977CGNJJ,4.3,Kitchen&HomeAppliances,Home & Office
Higher sound level. ,B0977CGNJJ,4.3,Kitchen&HomeAppliances,Home & Office
Good to use. Using for the past 6 months. I run a home bakery. Quality is good.. ,B0977CGNJJ,4.3,Kitchen&HomeAppliances,Home & Office
Excellent. ,B0977CGNJJ,4.3,Kitchen&HomeAppliances,Home & Office
Nice. A reasonably good product,B00KIDSU8S,4.2,"Heating,Cooling&AirQuality",Home & Office
Perfect. Reliable. Standard size. Good suction for 10*10 bathroom. ,B00KIDSU8S,4.2,"Heating,Cooling&AirQuality",Home & Office
Good but got costly at 1600. A bit costly for me,B00KIDSU8S,4.2,"Heating,Cooling&AirQuality",Home & Office
Good exhaust for bathroom. ,B00KIDSU8S,4.2,"Heating,Cooling&AirQuality",Home & Office
Good product. Using since 1 year . No problem faced.sound is normal.,B00KIDSU8S,4.2,"Heating,Cooling&AirQuality",Home & Office
Request to Return/Exchange. The shape does not fit where i want to get it installed. I want the round one. Can i get it exchanged or returned please?,B00KIDSU8S,4.2,"Heating,Cooling&AirQuality",Home & Office
Easy to use. Easy to use,B00KIDSU8S,4.2,"Heating,Cooling&AirQuality",Home & Office
No bad. Good product but the speed is a bit low. Hence less suction power. Very low noise.,B00KIDSU8S,4.2,"Heating,Cooling&AirQuality",Home & Office
. ,B092R48XXB,4.1,Kitchen&HomeAppliances,Cleaning Essentials
. ,B092R48XXB,4.1,Kitchen&HomeAppliances,Cleaning Essentials
. ,B092R48XXB,4.1,Kitchen&HomeAppliances,Cleaning Essentials
. ,B092R48XXB,4.1,Kitchen&HomeAppliances,Cleaning Essentials
. ,B092R48XXB,4.1,Kitchen&HomeAppliances,Cleaning Essentials
. ,B092R48XXB,4.1,Kitchen&HomeAppliances,Cleaning Essentials
. ,B092R48XXB,4.1,Kitchen&HomeAppliances,Cleaning Essentials
. ,B092R48XXB,4.1,Kitchen&HomeAppliances,Cleaning Essentials
I got a used item. ,B09WF4Q7B3,3.6,Kitchen&HomeAppliances,Home & Office
Nice. ,B09WF4Q7B3,3.6,Kitchen&HomeAppliances,Home & Office
The product is good but water dripping outside of the iron box. ,B09WF4Q7B3,3.6,Kitchen&HomeAppliances,Home & Office
Ok product and easy to use. ,B09WF4Q7B3,3.6,Kitchen&HomeAppliances,Home & Office
Suitable only for light use.. ,B09WF4Q7B3,3.6,Kitchen&HomeAppliances,Home & Office
nice. ,B09WF4Q7B3,3.6,Kitchen&HomeAppliances,Home & Office
Just OK. Less heating. ,B09WF4Q7B3,3.6,Kitchen&HomeAppliances,Home & Office
Socket is loose.. ,B09WF4Q7B3,3.6,Kitchen&HomeAppliances,Home & Office
Good product. ,B078JT7LTD,4.6,Kitchen&HomeAppliances,Home & Office
Quality is great but chuteney jar is not working well. ,B078JT7LTD,4.6,Kitchen&HomeAppliances,Home & Office
Good. ,B078JT7LTD,4.6,Kitchen&HomeAppliances,Home & Office
Superb. ,B078JT7LTD,4.6,Kitchen&HomeAppliances,Home & Office
Very good item. ,B078JT7LTD,4.6,Kitchen&HomeAppliances,Home & Office
Super purchase. ,B078JT7LTD,4.6,Kitchen&HomeAppliances,Home & Office
